Date,Close,High,Low,Volume,SMA_20,EMA_20,RSI,MACD,MACD_Signal,Current_Price,Market_Cap,Circulating_Supply,Total_Supply,Previous_Close,Day_Range,52_Week_High,52_Week_Low,YTD_Performance,Change %,10 yr %,Day %
16/1/2015,2019.420044,2020.459961,1988.119995,4056410000,,2034.882966,,-11.50223324,-7.803653513,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,1.34%,98%,2%
20/1/2015,2022.550049,2028.939941,2004.48999,3944340000,,2033.708403,,-11.01685713,-8.446294236,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.15%,98%,1%
21/1/2015,2032.119995,2038.290039,2012.040039,3730070000,,2033.557126,,-9.747613954,-8.70655818,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.47%,99%,1%
22/1/2015,2063.149902,2064.620117,2026.380005,4176050000,,2036.375485,50.9703139,-6.16678851,-8.198604246,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,1.53%,100%,2%
23/1/2015,2051.820068,2062.97998,2050.540039,3573560000,,2037.846398,48.80257191,-4.194826118,-7.39784862,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.55%,100%,1%
26/1/2015,2057.090088,2057.620117,2040.969971,3465760000,,2039.67913,57.79966234,-2.181636633,-6.354606223,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.26%,100%,1%
27/1/2015,2029.550049,2047.859985,2019.910034,3329810000,,2038.714456,55.52912692,-2.776415661,-5.63896811,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-1.34%,99%,1%
28/1/2015,2002.160034,2042.48999,2001.48999,4067530000,,2035.233083,45.20829165,-5.395728995,-5.590320287,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-1.35%,97%,2%
29/1/2015,2021.25,2024.640015,1989.180054,4127140000,,2033.90136,41.13285183,-5.863561496,-5.644968529,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.95%,98%,2%
30/1/2015,1994.98999,2023.319946,1993.380005,4568650000,2028.17851,2030.195516,39.59914005,-8.258091312,-6.167593086,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-1.30%,97%,2%
2/2/2015,2020.849976,2021.660034,1980.900024,4008330000,2026.311011,2029.305464,48.51090323,-7.977133318,-6.529501132,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,1.30%,98%,2%
3/2/2015,2050.030029,2050.300049,2022.709961,4615900000,2027.783514,2031.279232,54.94941032,-5.338348459,-6.291270597,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,1.44%,100%,1%
4/2/2015,2041.51001,2054.73999,2036.719971,4141920000,2029.728516,2032.253592,55.60997615,-3.889748222,-5.810966122,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.42%,99%,1%
5/2/2015,2062.52002,2063.550049,2043.449951,3821990000,2031.559515,2035.136109,62.84338332,-1.034465227,-4.855665943,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,1.03%,100%,1%
6/2/2015,2055.469971,2072.399902,2049.969971,4232970000,2031.226019,2037.072667,57.14624489,0.651971575,-3.75413844,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.34%,100%,1%
9/2/2015,2046.73999,2056.159912,2041.880005,3549540000,2031.322516,2037.993365,54.69106717,1.269415396,-2.749427672,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.42%,99%,1%
10/2/2015,2068.590088,2070.860107,2048.620117,3669850000,2033.33902,2040.907338,56.75097085,3.481729139,-1.50319631,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,1.07%,101%,1%
11/2/2015,2068.530029,2073.47998,2057.98999,3596860000,2035.61402,2043.538071,51.12489,5.170554557,-0.168446137,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.00%,101%,1%
12/2/2015,2088.47998,2088.530029,2069.97998,3788350000,2039.474518,2047.818253,57.39826335,8.026233773,1.470489845,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.96%,101%,1%
13/2/2015,2096.98999,2097.030029,2086.699951,3527450000,2044.690515,2052.501275,57.94817999,10.85098341,3.346588558,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.41%,102%,0%
17/2/2015,2100.340088,2101.300049,2089.800049,3361750000,2048.736517,2057.057353,65.60556073,13.20769267,5.318809381,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.16%,102%,1%
18/2/2015,2099.679932,2100.22998,2092.149902,3370020000,2052.593011,2061.116646,74.37017215,14.85094025,7.225235556,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.03%,102%,0%
19/2/2015,2097.449951,2102.129883,2090.790039,3247100000,2055.859509,2064.576961,70.79460765,15.79125328,8.9384391,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.11%,102%,1%
20/2/2015,2110.300049,2110.610107,2085.439941,3281600000,2058.217017,2068.931541,83.95256087,17.37308747,10.62536877,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.61%,103%,1%
23/2/2015,2109.659912,2110.050049,2103,3093680000,2061.109009,2072.810433,80.71080561,18.36336732,12.17296848,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.03%,103%,0%
24/2/2015,2115.47998,2117.939941,2105.870117,3199840000,2064.028503,2076.874199,76.99396449,19.39423741,13.61722227,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.28%,103%,1%
25/2/2015,2113.860107,2119.590088,2109.889893,3312340000,2068.244006,2080.396667,81.64075012,19.85166157,14.86411013,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.08%,103%,0%
26/2/2015,2110.73999,2113.909912,2103.76001,3408690000,2073.673004,2083.286507,74.99981014,19.73491432,15.83827097,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.15%,103%,0%
27/2/2015,2104.5,2112.73999,2103.75,3547380000,2077.835504,2085.30684,75.6351113,18.92076938,16.45477065,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.30%,102%,0%
2/3/2015,2117.389893,2117.52002,2104.5,3409490000,2083.955499,2088.362369,85.39910261,19.09553876,16.98292427,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.61%,103%,1%
3/3/2015,2107.780029,2115.76001,2098.26001,3262300000,2088.302002,2090.21167,72.38138793,18.24825458,17.23599033,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.45%,102%,1%
4/3/2015,2098.530029,2107.719971,2094.48999,3421110000,2090.727002,2091.003894,65.50544104,16.63857889,17.11650805,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.44%,102%,1%
5/3/2015,2101.040039,2104.25,2095.219971,3103030000,2093.703503,2091.959718,57.91930151,15.38805224,16.77081688,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.12%,102%,0%
6/3/2015,2071.26001,2100.909912,2067.27002,3853570000,2094.140503,2089.988317,37.20796434,11.85731759,15.78811703,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-1.42%,101%,2%
9/3/2015,2079.429932,2083.48999,2072.209961,3349090000,2095.338501,2088.982756,40.0796427,9.607678035,14.55202923,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.39%,101%,1%
10/3/2015,2044.160034,2076.139893,2044.160034,3668900000,2095.209503,2084.713926,30.1714479,4.922097638,12.62604291,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-1.70%,99%,2%
11/3/2015,2040.23999,2050.080078,2039.689941,3406570000,2093.791998,2080.478313,29.81156588,0.882256526,10.27728563,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.19%,99%,1%
12/3/2015,2065.949951,2066.409912,2041.099976,3405860000,2093.662994,2079.094659,35.65184287,-0.241978305,8.173432845,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,1.26%,100%,1%
13/3/2015,2053.399902,2064.560059,2041.170044,3498560000,2091.90899,2076.64754,33.10101361,-2.121174979,6.114511281,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.61%,100%,1%
16/3/2015,2081.189941,2081.409912,2055.350098,3295600000,2091.118988,2077.080149,40.90110494,-1.352437918,4.621121441,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,1.35%,101%,1%
17/3/2015,2074.280029,2080.590088,2065.080078,3221840000,2089.815985,2076.813471,39.78419007,-1.285956709,3.439705811,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.33%,101%,1%
18/3/2015,2099.5,2106.850098,2061.22998,4128210000,2089.806989,2078.974093,47.39597533,0.792634,2.910291449,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,1.22%,102%,2%
19/3/2015,2089.27002,2098.689941,2085.560059,3305220000,2089.397992,2079.954657,46.53564209,1.5960598,2.647445119,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.49%,102%,1%
20/3/2015,2108.100098,2113.919922,2090.320068,5554120000,2089.287994,2082.635176,47.94245737,3.709450238,2.859846143,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.90%,102%,1%
23/3/2015,2104.419922,2114.860107,2104.419922,3267960000,2089.025995,2084.709913,49.23571413,5.029392253,3.293755365,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.17%,102%,0%
24/3/2015,2091.5,2107.629883,2091.5,3189820000,2087.826996,2085.356588,48.42721607,4.975570808,3.630118453,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.61%,102%,1%
25/3/2015,2061.050049,2097.429932,2061.050049,3521140000,2085.186493,2083.04168,42.04748815,2.447645413,3.393623845,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-1.46%,100%,2%
26/3/2015,2056.149902,2067.149902,2045.5,3510670000,2082.456989,2080.480558,46.66517233,0.048288813,2.724556839,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.24%,100%,1%
27/3/2015,2061.02002,2062.830078,2052.959961,3008550000,2080.28299,2078.627173,45.8768439,-1.443599903,1.89092549,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.24%,100%,0%
30/3/2015,2086.23999,2088.969971,2064.110107,2917690000,2078.725494,2079.352204,59.86864292,-0.584157787,1.395908835,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,1.22%,101%,1%
31/3/2015,2067.889893,2084.050049,2067.040039,3376550000,2076.730988,2078.260555,56.07342118,-1.367974088,0.84313225,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.88%,100%,1%
1/4/2015,2059.689941,2067.629883,2048.379883,3543270000,2074.788983,2076.491925,48.51037526,-2.620612888,0.150383223,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.40%,100%,1%
2/4/2015,2066.959961,2072.169922,2057.320068,3095960000,2073.084979,2075.584119,53.30990935,-2.992215942,-0.47813661,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.35%,100%,1%
6/4/2015,2080.620117,2086.98999,2056.52002,3302970000,2073.552985,2076.063738,49.85060488,-2.159559534,-0.814421195,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.66%,101%,1%
7/4/2015,2076.330078,2089.810059,2076.100098,3065510000,2073.397992,2076.089104,50.5449632,-1.824808376,-1.016498631,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.21%,101%,1%
8/4/2015,2081.899902,2086.689941,2073.300049,3265330000,2075.284985,2076.642513,44.77557209,-1.097426952,-1.032684295,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.27%,101%,1%
9/4/2015,2091.179932,2093.310059,2074.290039,3172360000,2077.831982,2078.027029,50.57015543,0.225252307,-0.781096975,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.45%,102%,1%
10/4/2015,2102.060059,2102.610107,2091.51001,3156200000,2079.637488,2080.315889,48.10705181,2.126902854,-0.199497009,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.52%,102%,1%
13/4/2015,2092.429932,2107.649902,2092.330078,2908420000,2081.588989,2081.469607,46.37743804,2.82434654,0.405271701,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.46%,102%,1%
14/4/2015,2095.840088,2098.620117,2083.23999,3301270000,2082.321497,2082.838225,51.39122582,3.610625751,1.046342511,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.16%,102%,1%
15/4/2015,2106.629883,2111.909912,2097.820068,4013760000,2083.938989,2085.104097,66.71788728,5.04623412,1.846320833,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.51%,102%,1%
16/4/2015,2104.98999,2111.300049,2100.02002,3434120000,2084.213489,2086.997991,68.35261415,5.982673928,2.673591452,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.08%,102%,1%
17/4/2015,2081.179932,2102.580078,2072.370117,3627600000,2083.808984,2086.44389,56.63153938,4.748795327,3.088632227,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-1.13%,101%,1%
20/4/2015,2100.399902,2103.939941,2084.110107,3000160000,2083.423975,2087.773034,54.84927686,5.261181034,3.523141988,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.92%,102%,1%
21/4/2015,2097.290039,2109.639893,2094.379883,3243410000,2083.06748,2088.679416,61.24202519,5.354586087,3.889430808,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.15%,102%,1%
22/4/2015,2107.959961,2109.97998,2091.050049,3348480000,2083.890479,2090.515658,68.11529933,6.217907618,4.35512617,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.51%,102%,1%
23/4/2015,2112.929932,2120.48999,2103.189941,3636670000,2086.484473,2092.650351,67.55518014,7.219904685,4.928081873,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.24%,103%,1%
24/4/2015,2117.689941,2120.919922,2112.800049,3375780000,2089.561475,2095.035074,65.1888427,8.302382884,5.602942075,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.23%,103%,0%
27/4/2015,2108.919922,2125.919922,2107.040039,3438750000,2091.95647,2096.35744,62.88036682,8.356261592,6.153605978,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.41%,102%,1%
28/4/2015,2114.76001,2116.040039,2094.889893,3546270000,2093.382471,2098.110066,62.9594967,8.769122159,6.676709215,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.28%,103%,1%
29/4/2015,2106.850098,2113.649902,2097.409912,4074970000,2095.330481,2098.94245,56.24757874,8.36166526,7.013700424,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.37%,102%,1%
30/4/2015,2085.51001,2105.52002,2077.590088,4509680000,2096.621484,2097.66317,43.90959583,6.244799821,6.859920303,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-1.01%,101%,1%
1/5/2015,2108.290039,2108.409912,2087.379883,3379390000,2098.687988,2098.675253,55.32147743,6.332331516,6.754402546,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,1.09%,102%,1%
4/5/2015,2114.48999,2120.949951,2110.22998,3091580000,2100.381482,2100.181418,56.14253183,6.823330158,6.768188068,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.29%,103%,1%
5/5/2015,2089.459961,2115.23999,2088.459961,3793950000,2101.037976,2099.160327,44.82988796,5.133559461,6.441262347,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-1.18%,102%,1%
6/5/2015,2080.149902,2098.419922,2067.929932,3792210000,2100.950476,2097.34981,42.85053762,3.008480201,5.754705918,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.45%,101%,1%
7/5/2015,2088,2092.899902,2074.98999,3676640000,2100.791479,2096.459352,52.16153269,1.935466005,4.990857935,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.38%,101%,1%
8/5/2015,2116.100098,2117.659912,2092.129883,3399440000,2101.493481,2098.329899,54.71080846,3.314332006,4.655552749,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,1.35%,103%,1%
11/5/2015,2105.330078,2117.689941,2104.580078,2992670000,2102.138489,2098.996583,52.30637566,3.497723104,4.42398682,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.51%,102%,1%
12/5/2015,2099.120117,2105.060059,2085.570068,3139520000,2102.30249,2099.008348,47.39760172,3.106163997,4.160422256,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.29%,102%,1%
13/5/2015,2098.47998,2110.189941,2096.040039,3374260000,2101.894995,2098.958028,45.63473274,2.712924001,3.870922605,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.03%,102%,1%
14/5/2015,2121.100098,2121.449951,2100.429932,3225740000,2102.7005,2101.066796,50.92985357,4.178367267,3.932411537,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,1.08%,103%,1%
15/5/2015,2122.72998,2123.889893,2116.810059,3092080000,2104.778003,2103.129957,53.91818131,5.408908998,4.227711029,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.08%,103%,0%
18/5/2015,2129.199951,2131.780029,2120.01001,2888190000,2106.218005,2105.612813,54.08230032,6.827491676,4.747667159,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,0.30%,103%,1%
19/5/2015,2127.830078,2133.02002,2124.5,3296030000,2107.745007,2107.728743,56.1589778,7.751833056,5.348500338,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.06%,103%,0%
20/5/2015,2125.850098,2134.719971,2122.590088,3025880000,2108.639514,2109.454586,63.36116623,8.229745005,5.924749272,6025.990234,N/A,N/A,N/A,,"Ticker
^GSPC    1810.099976
dtype: float64 - Ticker
^GSPC    6099.970215
dtype: float64",,,,-0.09%,103%,1%
