Date,Close,High,Low,Volume,SMA_20,EMA_20,RSI,MACD,MACD_Signal,Current_Price,Market_Cap,Circulating_Supply,Total_Supply,Previous_Close,Day_Range,52_Week_High,52_Week_Low,YTD_Performance,Change %,10 yr %,Day %
25/7/2017,6412.169922,6425.450195,6396.870117,1930840000,6251.577026,6294.514464,83.62113051,59.46576499,40.06377707,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.02%,136%,0%
26/7/2017,6422.75,6432.379883,6416.299805,1996680000,6265.383521,6306.727372,99.33390576,62.15653936,44.48232953,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.16%,136%,0%
27/7/2017,6382.189941,6460.839844,6318.620117,2501400000,6272.77251,6313.914283,86.39784538,60.32079905,47.65002343,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.63%,135%,2%
28/7/2017,6374.680176,6379.700195,6337.220215,1877100000,6284.289014,6319.701511,83.16666884,57.59605484,49.63922972,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.12%,135%,1%
31/7/2017,6348.120117,6396.589844,6338.790039,1898830000,6294.674023,6322.408045,75.08592153,52.68616733,50.24861724,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.42%,134%,1%
1/8/2017,6362.939941,6375.75,6345.75,1821780000,6307.318018,6326.268226,69.91353365,49.4211854,50.08313087,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.23%,135%,0%
2/8/2017,6362.649902,6394.209961,6313.430176,2115870000,6317.90752,6329.733147,68.1838862,46.27680971,49.32186664,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.00%,135%,1%
3/8/2017,6340.339844,6368.529785,6331.140137,2124100000,6330.451514,6330.743309,56.14329659,41.50617668,47.75872865,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.35%,134%,1%
4/8/2017,6351.560059,6361.490234,6329.72998,1908930000,6340.375513,6332.725856,57.86350701,38.19055624,45.84509416,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.18%,134%,1%
7/8/2017,6383.77002,6386.029785,6356.22998,1704010000,6350.744507,6337.587205,58.27530699,37.72708348,44.22149203,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.51%,135%,0%
8/8/2017,6370.459961,6423.350098,6355.879883,1931490000,6359.602515,6340.717944,46.54500518,35.87225446,42.55164451,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.21%,135%,1%
9/8/2017,6352.330078,6355.040039,6309.439941,2037810000,6364.160522,6341.823861,41.59790895,32.56398177,40.55411196,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.28%,134%,1%
10/8/2017,6216.870117,6318.279785,6214.410156,2214990000,6361.282031,6329.923505,26.09268302,18.79500791,36.20229115,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-2.13%,132%,2%
11/8/2017,6256.560059,6266.890137,6216.189941,1799780000,6358.486523,6322.93651,29.37888069,10.95931137,31.1536952,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.64%,132%,1%
14/8/2017,6340.22998,6346.830078,6305.549805,1702570000,6359.776514,6324.583507,42.11737716,11.36986414,27.19692899,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,1.34%,134%,1%
15/8/2017,6333.009766,6350.740234,6324.75,1582560000,6359.211499,6325.386008,40.09402131,10.98597963,23.95473911,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.11%,134%,0%
16/8/2017,6345.109863,6374.560059,6330.27002,1809070000,6357.21499,6327.26447,45.63249963,11.52526902,21.4688451,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.19%,134%,1%
17/8/2017,6221.910156,6334.22998,6221.910156,2052940000,6348.810498,6317.230726,35.85960161,1.988550247,17.57278613,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-1.94%,132%,2%
18/8/2017,6216.529785,6254.220215,6193.379883,1968470000,6340.249487,6307.64016,37.3229545,-5.935102901,12.87120832,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.09%,132%,1%
21/8/2017,6213.129883,6226.930176,6177.189941,1582990000,6330.365479,6298.639182,35.24301497,-12.34667404,7.827631849,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.05%,131%,1%
22/8/2017,6297.47998,6302.839844,6241.209961,1599760000,6324.630981,6298.528781,44.49253115,-10.5004992,4.162005638,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,1.36%,133%,1%
23/8/2017,6278.410156,6291.299805,6263.290039,1535320000,6317.413989,6296.612722,44.73754091,-10.45564166,1.238476179,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.30%,133%,0%
24/8/2017,6271.330078,6302.850098,6244.569824,1618660000,6311.870996,6294.204851,43.13416932,-10.8661368,-1.182446418,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.11%,133%,1%
25/8/2017,6265.640137,6308.720215,6257.100098,1445590000,6306.418994,6291.484402,39.41014049,-11.51781765,-3.249520664,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.09%,133%,1%
28/8/2017,6283.02002,6292.259766,6267.850098,1565110000,6303.163989,6290.67827,42.21815094,-10.51070723,-4.701757977,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.28%,133%,0%
29/8/2017,6301.890137,6311.259766,6228.72998,1639810000,6300.111499,6291.746067,45.51692831,-8.096571975,-5.380720777,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.30%,133%,1%
30/8/2017,6368.310059,6374.470215,6303.569824,1717060000,6300.394507,6299.037876,65.3428367,-0.81443153,-4.467462928,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,1.05%,135%,1%
31/8/2017,6428.660156,6435.27002,6383.580078,1889500000,6304.810522,6311.382855,66.73538827,9.714483235,-1.631073695,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.95%,136%,1%
1/9/2017,6435.330078,6449.649902,6417.870117,1489120000,6308.999023,6323.187352,60.87653363,18.38500016,2.372141076,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.10%,136%,0%
5/9/2017,6375.569824,6426.509766,6334.589844,1889620000,6308.589014,6328.176159,54.34534427,20.20142479,5.937997818,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.93%,135%,1%
6/9/2017,6393.310059,6407.399902,6356.200195,1902720000,6309.731519,6334.379388,54.86516484,22.80950922,9.312300097,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.28%,135%,1%
7/9/2017,6397.870117,6413.069824,6379.810059,2000910000,6312.008521,6340.426124,73.35416656,24.95670814,12.44118171,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.07%,135%,1%
8/9/2017,6360.189941,6391.410156,6354.959961,1786070000,6319.174512,6342.308392,67.56148573,23.34875358,14.62269608,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.59%,135%,1%
11/9/2017,6432.259766,6439.109863,6410.709961,1819310000,6327.959497,6350.87519,72.93639031,27.57203723,17.21256431,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,1.13%,136%,0%
12/9/2017,6454.279785,6455.029785,6429.540039,1747620000,6333.661987,6360.723246,68.87515312,32.3232492,20.23470129,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.34%,137%,0%
13/9/2017,6460.189941,6460.419922,6433.200195,1944630000,6340.020996,6370.196265,72.59814473,36.14881806,23.41752464,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.09%,137%,0%
14/9/2017,6429.080078,6455.319824,6424.040039,1817840000,6344.219507,6375.804247,68.50524676,36.25240778,25.98450127,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.48%,136%,0%
15/9/2017,6448.470215,6464.27002,6419.649902,2827910000,6355.54751,6382.724816,70.7794197,37.4672265,28.28104632,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.30%,136%,1%
18/9/2017,6454.640137,6477.77002,6438.410156,1881900000,6367.453027,6389.573894,70.0153755,38.4842181,30.32168067,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.10%,137%,1%
19/9/2017,6461.319824,6467.790039,6446.75,1816080000,6379.862524,6396.40684,69.13782715,39.37529238,32.13240301,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.10%,137%,0%
20/9/2017,6456.040039,6466.049805,6414.22998,2083580000,6387.790527,6402.086192,62.34277086,39.20352677,33.54662776,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.08%,137%,1%
21/9/2017,6422.689941,6448.569824,6405.299805,1779600000,6395.004517,6404.048454,49.09098749,35.96178208,34.02965863,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.52%,136%,1%
22/9/2017,6426.919922,6429.540039,6400.810059,1648690000,6402.784009,6406.226689,48.70990164,33.34956709,33.89364032,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.07%,136%,0%
25/9/2017,6370.589844,6408.049805,6343.959961,2061150000,6408.031494,6402.832704,49.22795793,26.42934037,32.40078033,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.88%,135%,1%
26/9/2017,6380.160156,6405,6364.569824,1935990000,6412.888501,6400.673413,47.90839856,21.46976498,30.21457726,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.15%,135%,1%
27/9/2017,6453.259766,6472.649902,6405.359863,2068400000,6420.456982,6405.681637,57.23310863,23.17069595,28.805801,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,1.15%,137%,1%
28/9/2017,6453.450195,6456.22998,6427.660156,1882790000,6424.713989,6410.231024,63.50033009,24.25447164,27.89553513,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.00%,137%,0%
29/9/2017,6495.959961,6497.97998,6454.859863,1970720000,6428.078979,6418.395684,60.08425577,28.21827182,27.96008247,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.66%,137%,1%
2/10/2017,6516.720215,6527.220215,6484.140137,1984400000,6432.148486,6427.759925,59.9244094,32.65832616,28.8997312,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.32%,138%,1%
3/10/2017,6531.709961,6532.180176,6509.709961,1972760000,6439.955493,6437.659929,61.04864563,36.96058977,30.51190292,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.23%,138%,0%
4/10/2017,6534.629883,6546.459961,6513.120117,1941470000,6447.021484,6446.895163,67.86135688,40.14303407,32.43812915,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.04%,138%,1%
5/10/2017,6585.359863,6587.209961,6547.649902,1888970000,6456.395972,6460.082277,70.94333534,46.22576768,35.19565685,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.78%,139%,1%
6/10/2017,6590.180176,6590.180176,6566.839844,1752170000,6467.895483,6472.472553,70.82284387,50.84917914,38.32636131,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.07%,139%,0%
9/10/2017,6579.72998,6599.339844,6572.439941,1494160000,6475.268994,6482.687546,67.98286724,53.05839842,41.27276873,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.16%,139%,0%
10/10/2017,6587.25,6608.299805,6561.779785,1802480000,6481.917505,6492.645875,69.79209018,54.78450171,43.97511533,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.11%,139%,1%
11/10/2017,6603.549805,6604.209961,6577.990234,1837860000,6489.085498,6503.208154,78.76083381,56.81280635,46.54265353,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.25%,140%,0%
12/10/2017,6591.509766,6613.5,6586.319824,2020330000,6497.206982,6511.617831,75.53914973,56.79403557,48.59292994,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.18%,139%,0%
13/10/2017,6605.799805,6616.580078,6602.200195,1761700000,6505.073462,6520.587543,91.97323249,57.27204978,50.32875391,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.22%,140%,0%
16/10/2017,6624,6632.5,6607.029785,1632240000,6513.541455,6530.436349,92.21307041,58.44575684,51.95215449,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.28%,140%,0%
17/10/2017,6623.660156,6628.600098,6613.209961,1653160000,6521.658472,6539.314806,89.43348128,58.67216934,53.29615746,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.01%,140%,0%
18/10/2017,6624.220215,6635.52002,6613.549805,1738060000,6530.06748,6547.401036,89.45152725,58.22560638,54.28204725,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.01%,140%,0%
19/10/2017,6605.069824,6605.290039,6558.529785,1847020000,6539.186475,6552.893301,78.25643827,55.68452896,54.56254359,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.29%,140%,1%
20/10/2017,6629.049805,6640.029785,6622.919922,1812220000,6549.292969,6560.146302,78.61309493,54.97200772,54.64443641,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.36%,140%,0%
23/10/2017,6586.830078,6641.569824,6581.149902,1813080000,6560.10498,6562.687614,62.32999104,50.41934756,53.79941864,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.64%,139%,1%
24/10/2017,6598.430176,6611.899902,6582.060059,1852610000,6571.018481,6566.091667,63.7381794,47.20323303,52.48018152,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.18%,140%,0%
25/10/2017,6563.890137,6600.640137,6517.930176,2205790000,6576.55,6565.881998,45.03040304,41.39022585,50.26219039,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.52%,139%,1%
26/10/2017,6556.77002,6582.759766,6550.029785,2125640000,6581.715991,6565.01419,42.34802058,35.79620545,47.3689934,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.11%,139%,0%
27/10/2017,6701.259766,6708.129883,6625.779785,2414520000,6591.980981,6577.989959,67.24560117,42.53173952,46.40154262,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,2.20%,142%,1%
30/10/2017,6698.959961,6727.390137,6677.149902,2015920000,6601.092969,6589.510912,66.09051345,47.14071497,46.54937709,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.03%,142%,1%
31/10/2017,6727.669922,6737.75,6705.790039,2054220000,6610.890967,6602.668913,67.26095896,52.50477278,47.74045623,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.43%,142%,0%
1/11/2017,6716.529785,6759.660156,6691.47998,2074230000,6619.985962,6613.512805,67.42973063,55.22036532,49.23643805,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.17%,142%,1%
2/11/2017,6714.939941,6719.970215,6677.549805,2282300000,6626.464966,6623.172533,65.77443418,56.59184925,50.70752029,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.02%,142%,1%
3/11/2017,6764.439941,6765.140137,6712.930176,2203880000,6635.177954,6636.626572,68.6141496,60.97017029,52.76005029,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.74%,143%,1%
6/11/2017,6786.439941,6790.669922,6763.169922,2173120000,6645.513452,6650.894512,70.40358799,65.4606478,55.30016979,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.33%,144%,0%
7/11/2017,6767.779785,6795.52002,6750.350098,2209280000,6654.539941,6662.026442,67.21337774,66.74427842,57.58899152,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.27%,143%,1%
8/11/2017,6789.120117,6791.649902,6753.339844,2121340000,6663.818457,6674.130602,71.95309033,68.69171604,59.80953642,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.32%,144%,1%
9/11/2017,6750.049805,6758.930176,6687.279785,2243500000,6671.745459,6681.361002,63.93109559,66.31795459,61.11122005,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.58%,143%,1%
10/11/2017,6750.939941,6757.339844,6727.350098,1979120000,6679.002466,6687.987568,70.88173785,63.77341787,61.64365962,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.01%,143%,0%
13/11/2017,6757.600098,6766.299805,6723.430176,1976460000,6685.682471,6694.617333,70.51102,61.58436688,61.63180107,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.10%,143%,1%
14/11/2017,6737.870117,6743.629883,6709.27002,1988230000,6691.392969,6698.736645,73.30917227,57.59358073,60.824157,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.29%,143%,1%
15/11/2017,6706.209961,6725.319824,6667.310059,1923730000,6695.492456,6699.44839,68.7861002,51.28496281,58.91631816,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.47%,142%,1%
16/11/2017,6793.290039,6806.669922,6742.339844,2020380000,6704.903467,6708.38569,63.52069877,52.70442835,57.6739402,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,1.30%,144%,1%
17/11/2017,6782.790039,6797.75,6777.430176,2009220000,6712.590479,6715.471818,62.0261925,52.37831813,56.61481579,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.15%,143%,0%
20/11/2017,6790.709961,6795.830078,6779.490234,1811750000,6722.784473,6722.637356,59.61735006,52.1577034,55.72339331,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.12%,144%,0%
21/11/2017,6862.47998,6862.660156,6820.02002,1891960000,6735.986963,6735.955701,68.79004355,57.11571104,56.00185686,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,1.06%,145%,1%
22/11/2017,6867.359863,6874.52002,6859.279785,1589150000,6751.160449,6748.470383,69.45813729,60.73857707,56.9492009,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.07%,145%,0%
24/11/2017,6889.160156,6890.02002,6873.740234,872110000,6767.779956,6761.869409,67.13371336,64.62388206,58.48413713,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.32%,146%,0%
27/11/2017,6878.52002,6897.430176,6867.890137,1781550000,6776.642969,6772.978991,63.05724193,66.08268411,60.00384653,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.15%,146%,0%
28/11/2017,6912.359863,6914.189941,6866.209961,2003840000,6787.312964,6786.25336,69.65571629,69.17201587,61.8374804,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.49%,146%,1%
29/11/2017,6824.390137,6908.330078,6793.950195,2456990000,6792.148975,6789.885434,54.05952524,63.78661937,62.22730819,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-1.27%,144%,2%
30/11/2017,6873.970215,6888.649902,6838.47998,2468530000,6800.020996,6797.893508,63.92613233,62.79548454,62.34094346,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.73%,145%,1%
1/12/2017,6847.589844,6872.169922,6737.160156,2302140000,6806.653491,6802.626492,60.27292893,59.19891927,61.71253862,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.38%,145%,2%
4/12/2017,6775.370117,6899.22998,6770.689941,2427170000,6807.2,6800.030647,51.6577432,49.94534813,59.35910053,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-1.05%,143%,2%
5/12/2017,6762.209961,6836.450195,6752.319824,2085760000,6805.988501,6796.428677,52.29881241,41.07640845,55.70256211,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,-0.19%,143%,1%
6/12/2017,6776.379883,6787.419922,6734.129883,1901770000,6806.418506,6794.519268,56.8537341,34.7900659,51.52006287,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.21%,143%,1%
7/12/2017,6812.839844,6829.290039,6778.200195,1953740000,6807.604492,6796.264085,52.11903608,32.37688767,47.69142783,19523.40039,N/A,N/A,N/A,,"Ticker
^IXIC    4209.759766
dtype: float64 - Ticker
^IXIC    20204.580078
dtype: float64",,,,0.54%,144%,1%
