Date,Close,High,Low,Volume,SMA_20,EMA_20,RSI,MACD,MACD_Signal,Current_Price,Market_Cap,Circulating_Supply,Total_Supply,Previous_Close,Day_Range,52_Week_High,52_Week_Low,YTD_Performance
29/1/2015,13.68000031,13.73200035,13.10000038,53221500,,13.63658465,44.93079573,-0.235250575,-0.300592156,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
30/1/2015,13.57333279,13.83133316,13.53333282,45105000,13.55036659,13.63056067,47.00586482,-0.212372944,-0.282948314,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
2/2/2015,14.06266689,14.13000011,13.55333328,62238000,13.52246656,13.67171364,58.0848222,-0.152993471,-0.256957345,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
3/2/2015,14.55733299,14.69133282,14.08466721,72393000,13.55003324,13.75605834,61.88309376,-0.065267032,-0.218619283,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
4/2/2015,14.56999969,14.76533318,14.4533329,49581000,13.57426658,13.83357657,76.93748519,0.005218741,-0.173851678,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
5/2/2015,14.73266697,15.03199959,14.64266682,52843500,13.6077333,13.91920422,79.34299154,0.073359472,-0.124409448,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
6/2/2015,14.49066734,14.89333344,14.4333334,48658500,13.6302,13.97362928,73.3333315,0.106605265,-0.078206505,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
9/2/2015,14.49866676,14.52866745,14.13266659,52086000,13.66626668,14.02363285,75.03429105,0.132075794,-0.036150045,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
10/2/2015,14.41933346,14.69999981,14.33333302,80857500,13.7132,14.06131862,70.72298836,0.144197617,-8.05E-05,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
11/2/2015,14.18666744,14.31599998,13.81866741,146536500,13.74170003,14.07325661,62.14691057,0.133491243,0.026633838,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
12/2/2015,13.5253334,13.53933334,12.88533306,234744000,13.77566671,14.02107344,51.42959745,0.070825798,0.03547223,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
13/2/2015,13.58466721,13.73266697,13.39400005,92865000,13.81533341,13.97951095,47.28727856,0.025654989,0.033508782,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
17/2/2015,13.62333298,13.71333313,13.4333334,59694000,13.85293341,13.94558923,48.40974634,-0.006943162,0.025418393,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
18/2/2015,13.63066673,13.74466705,13.50666714,40704000,13.8947001,13.91559662,55.6871519,-0.031818871,0.01397094,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
19/2/2015,14.11400032,14.16266727,13.58333302,77311500,13.94516678,13.93449221,57.05003039,-0.012389252,0.008698902,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
20/2/2015,14.47399998,14.50666714,13.9873333,89731500,13.99680014,13.9858739,63.51811943,0.031692493,0.01329762,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
23/2/2015,13.82266712,14.5466671,13.75533295,127497000,14.01696682,13.9703304,46.56488737,0.013910128,0.013420122,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
24/2/2015,13.60733318,13.81933308,13.44666672,99054000,14.00883346,13.93575923,35.22091033,-0.01735808,0.007264481,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
25/2/2015,13.58399963,13.80933285,13.50533295,58642500,14.00143342,13.90225832,34.71159681,-0.043519517,-0.002892318,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
26/2/2015,13.81266689,14.07266712,13.48133278,97093500,14.0275001,13.8937258,36.02106817,-0.045279157,-0.011369686,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
27/2/2015,13.55599976,13.90333271,13.52000046,58231500,14.02130008,13.86156142,35.86122368,-0.066616663,-0.022419081,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
2/3/2015,13.15533257,13.55599976,13.05533314,118831500,14.00040007,13.79430153,31.83702648,-0.114536972,-0.04084266,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
3/3/2015,13.3039999,13.34933281,13.02133274,66484500,13.96246672,13.74760613,35.19731729,-0.138916607,-0.060457449,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
4/3/2015,13.49600029,13.50133324,13.14733315,63330000,13.90940008,13.72364367,40.73345502,-0.141118095,-0.076589578,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
5/3/2015,13.37533283,13.74600029,13.34333324,73155000,13.84966674,13.69047121,47.64594478,-0.150860618,-0.091443786,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
6/3/2015,12.92533302,13.38333321,12.81000042,100686000,13.75930004,13.61760091,40.78284774,-0.19267186,-0.111689401,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
9/3/2015,12.72533321,12.9659996,12.55000019,101050500,13.67103333,13.53262303,37.98824415,-0.239188666,-0.137189254,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
10/3/2015,12.68799973,12.89999962,12.50666714,83695500,13.58049998,13.45218272,37.49116055,-0.27588583,-0.164928569,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
11/3/2015,12.91600037,13.07866669,12.73400021,74623500,13.50533333,13.40111773,32.9474477,-0.283305086,-0.188603873,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
12/3/2015,12.73799992,12.96333313,12.64999962,62239500,13.43289995,13.33796365,23.93918674,-0.300088812,-0.210900861,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
13/3/2015,12.57866669,12.78333282,12.48799992,81514500,13.38556662,13.26564966,28.08833544,-0.322528982,-0.233226485,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
16/3/2015,13.0466671,13.06066704,12.65333271,84432000,13.35866661,13.24479417,40.93166041,-0.299101402,-0.246401468,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
17/3/2015,12.98200035,13.24733257,12.92933273,73411500,13.32659998,13.21976619,40.39159851,-0.282496498,-0.253620474,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
18/3/2015,13.38066673,13.3920002,12.8739996,72313500,13.31409998,13.23509005,43.45983556,-0.234465178,-0.249789415,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
19/3/2015,13.04333305,13.63933277,12.96866703,127128000,13.26056662,13.21682748,42.42365305,-0.221071643,-0.244045861,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
20/3/2015,13.20533276,13.26599979,13.0413332,64042500,13.19713326,13.21573275,50.79499913,-0.195135745,-0.234263838,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
23/3/2015,13.30866718,13.36666679,13.16466713,39474000,13.17143326,13.22458364,50.07529486,-0.164348626,-0.220280795,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
24/3/2015,13.44799995,13.58600044,13.3166666,54748500,13.1634666,13.24586139,49.21224893,-0.12723988,-0.201672612,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
25/3/2015,12.9533329,13.23933315,12.84666729,85956000,13.13193326,13.21800153,43.83161627,-0.136176668,-0.188573423,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
26/3/2015,12.69400024,12.98600006,12.64666653,61920000,13.07599993,13.16809665,46.41899884,-0.16231406,-0.183321551,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
27/3/2015,12.33333302,12.61933327,12.09333324,129073500,13.01486659,13.08859535,44.2194267,-0.209713516,-0.188599944,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
30/3/2015,12.70466709,12.8166666,12.11999989,151342500,12.99233332,13.05203075,50.22374289,-0.214837852,-0.193847525,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
31/3/2015,12.58466721,12.91733265,12.56066704,75399000,12.95636668,13.00751994,45.41935981,-0.225976991,-0.200273418,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
1/4/2015,12.50599957,12.81999969,12.40333271,56919000,12.90686665,12.95975609,46.70204442,-0.238404482,-0.207899631,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
2/4/2015,12.73333263,12.88199997,12.66666698,75156000,12.87476664,12.93819196,52.15692418,-0.227289429,-0.211777591,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
6/4/2015,13.53999996,13.85000038,13.16666698,186837000,12.90549998,12.995507,56.28609238,-0.15164133,-0.199750339,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
7/4/2015,13.55000019,13.67066669,13.40933323,65218500,12.94673333,13.04831588,57.33975831,-0.089847031,-0.177769677,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
8/4/2015,13.84466743,14.06000042,13.7246666,94546500,13.00456672,13.12415888,56.16147642,-0.016902578,-0.145596257,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
9/4/2015,14.00599957,14.02466679,13.74133301,57003000,13.05906668,13.20814371,63.41009397,0.053310057,-0.105814994,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
10/4/2015,14.06000042,14.10999966,13.9333334,61015500,13.1251667,13.28927292,62.27499325,0.112020194,-0.062247957,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
13/4/2015,13.98533344,14.19999981,13.93666744,56373000,13.19550004,13.3555644,59.79917611,0.150785241,-0.019641317,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
14/4/2015,13.83066654,13.9659996,13.69999981,45390000,13.23470001,13.40081222,55.51710246,0.167100266,0.017707,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
15/4/2015,13.85533333,13.97266674,13.7733326,29286000,13.27836666,13.44409995,65.04335428,0.179946138,0.050154827,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
16/4/2015,13.77999973,13.94466686,13.75266743,24886500,13.29833331,13.4760904,69.29633914,0.181950381,0.076513938,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
17/4/2015,13.78600025,13.79199982,13.5666666,37048500,13.33546667,13.50560563,79.53371372,0.181925822,0.097596315,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
20/4/2015,13.68466663,13.85666656,13.59000015,38389500,13.35943336,13.52265906,72.38119673,0.171749759,0.112427004,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
21/4/2015,13.96066666,14.05000019,13.62066746,51487500,13.39203334,13.56437407,79.33479285,0.183836893,0.126708982,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
22/4/2015,14.62933254,14.79199982,14.11266708,117945000,13.45109997,13.66579868,86.1684929,0.244552732,0.150277732,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
23/4/2015,14.57333279,14.76533318,14.4766674,66168000,13.53209996,13.7522305,83.28507459,0.284867978,0.177195781,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
24/4/2015,14.56200027,14.72000027,14.5340004,36417000,13.62549996,13.82935143,75.9566574,0.31230362,0.204217349,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
27/4/2015,15.43666744,15.91666698,14.80000019,175089000,13.78066669,13.98242915,83.2941205,0.400013785,0.243376636,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
28/4/2015,15.3653326,15.69999981,15.20199966,91281000,13.91369996,14.11413424,79.13149919,0.458483485,0.286398006,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
29/4/2015,15.49666691,15.66466713,15.17533302,59041500,14.05929995,14.24580402,78.88886014,0.509545007,0.331027406,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
30/4/2015,15.06999969,15.52600002,15.01133347,58678500,14.18749995,14.32429884,67.10315142,0.509707561,0.366763437,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
1/5/2015,15.06866741,15.45133305,14.69400024,79225500,14.30426669,14.39519109,68.81222257,0.503920006,0.394194751,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
4/5/2015,15.36733341,15.64866734,15.14066696,66519000,14.39563336,14.48777607,75.41344447,0.517468126,0.418849426,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
5/5/2015,15.52999973,15.96666718,15.2753334,86953500,14.49463334,14.58703547,76.48670442,0.535161909,0.442111922,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
6/5/2015,15.36200047,15.63133335,15.21333313,79063500,14.57049999,14.66084166,74.30855675,0.529524197,0.459594377,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
7/5/2015,15.78666687,15.83199978,14.6833334,141838500,14.65953336,14.76806311,77.23725542,0.552949244,0.478265351,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
8/5/2015,15.77400017,15.89400005,15.57999992,70023000,14.74523335,14.86386664,79.14807901,0.563990337,0.495410348,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
11/5/2015,15.9659996,16.19199944,15.68733311,85084500,14.84426665,14.96883168,78.64762914,0.581529719,0.512634222,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
12/5/2015,16.31599998,16.42333221,15.87933254,95451000,14.96853333,15.09713342,76.50881974,0.61656454,0.533420286,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
13/5/2015,16.21199989,16.55333328,16.14999962,81603000,15.08636665,15.20331118,75.37160375,0.628690793,0.552474387,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
14/5/2015,16.2733326,16.32600021,16.08333206,43438500,15.2110333,15.30521798,76.09268808,0.635919489,0.569163408,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
15/5/2015,16.58933258,16.62666702,16.16666794,67914000,15.35119991,15.42751461,71.18351108,0.659544027,0.587239531,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
18/5/2015,16.58333206,16.65999985,16.39999962,50298000,15.49613318,15.53759246,72.93497831,0.670058436,0.603803312,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
19/5/2015,16.47599983,16.73333359,16.40999985,55113000,15.62189984,15.62696459,68.60908925,0.662098111,0.615462272,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
20/5/2015,16.29000092,16.51600075,16.09133339,56334000,15.70493326,15.69011091,75.5159786,0.633478592,0.619065536,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
21/5/2015,16.37466621,16.44133377,16.15733337,29559000,15.79499993,15.75530665,76.39453991,0.610590689,0.617370567,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
22/5/2015,16.51533318,16.57333374,16.33399963,33346500,15.89266658,15.82769013,74.78415662,0.596921569,0.613280767,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
26/5/2015,16.49733353,16.79999924,16.43333244,52480500,15.94569988,15.89146569,72.27515951,0.577973751,0.606219364,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
27/5/2015,16.49533272,16.63333321,16.37000084,51123000,16.00219989,15.94897684,78.25799754,0.556382389,0.596251969,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
28/5/2015,16.76333237,16.78666687,16.33666611,54709500,16.06553316,16.02653451,76.41545058,0.55450443,0.587902461,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
29/5/2015,16.71999931,16.8579998,16.62866783,56839500,16.14803314,16.09257878,75.16852564,0.543257188,0.578973406,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
1/6/2015,16.62999916,16.7733326,16.49799919,37576500,16.22609973,16.14376167,68.67968831,0.521074781,0.567393681,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
2/6/2015,16.55666733,16.62666702,16.42000008,32022000,16.28556643,16.18308602,58.01870665,0.491907396,0.552296424,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
3/6/2015,16.59933281,16.71466637,16.46733284,26722500,16.33903308,16.22272857,63.45534586,0.466853188,0.535207777,411.7067871,1.32426E+12,N/A,N/A,,"Ticker
TSLA    9.403333
dtype: float64 - Ticker
TSLA    488.540009
dtype: float64",,,
